"BZ3 Nonlinear Vehicle Dynamics Simulation SR= 5.00 WB=1745 mm  WF=80   WR=120  "
"TIME, sec";"LATACC, g";"SIDSLP, deg";"SPEED, kph";"STEER, deg";                                                                                                                                                                                                                                                                                                                                                                    ;
3.960    ;0.787    ;-0.468   ;80.000   ;8.250     
3.970    ;0.790    ;-0.470   ;80.000   ;8.271     
3.980    ;0.792    ;-0.471   ;80.000   ;8.292     
3.990    ;0.794    ;-0.473   ;80.000   ;8.313     
4.000    ;0.797    ;-0.474   ;80.000   ;8.333     
4.010    ;0.799    ;-0.476   ;80.000   ;8.354     
4.020    ;0.801    ;-0.478   ;80.000   ;8.375     
4.030    ;0.804    ;-0.479   ;80.000   ;8.396     
4.040    ;0.806    ;-0.481   ;80.000   ;8.417     
4.050    ;0.808    ;-0.482   ;80.000   ;8.437     
4.060    ;0.811    ;-0.484   ;80.000   ;8.458     
4.070    ;0.813    ;-0.486   ;80.000   ;8.479     
4.080    ;0.816    ;-0.487   ;80.000   ;8.500     
4.090    ;0.818    ;-0.489   ;80.000   ;8.521     
4.100    ;0.820    ;-0.490   ;80.000   ;8.542     
4.110    ;0.823    ;-0.492   ;80.000   ;8.563     
4.120    ;0.825    ;-0.494   ;80.000   ;8.583     
4.130    ;0.827    ;-0.495   ;80.000   ;8.604     
4.140    ;0.830    ;-0.497   ;80.000   ;8.625     
4.150    ;0.832    ;-0.499   ;80.000   ;8.646     
4.160    ;0.834    ;-0.500   ;80.000   ;8.667     
4.170    ;0.837    ;-0.502   ;80.000   ;8.688     
4.180    ;0.839    ;-0.503   ;80.000   ;8.708     
4.190    ;0.842    ;-0.505   ;80.000   ;8.729     
4.200    ;0.844    ;-0.507   ;80.000   ;8.750     
4.210    ;0.846    ;-0.508   ;80.000   ;8.771     
4.220    ;0.849    ;-0.510   ;80.000   ;8.792     
4.230    ;0.851    ;-0.512   ;80.000   ;8.813     
4.240    ;0.854    ;-0.513   ;80.000   ;8.833     
4.250    ;0.856    ;-0.515   ;80.000   ;8.854     
4.260    ;0.858    ;-0.517   ;80.000   ;8.875     
4.270    ;0.861    ;-0.518   ;80.000   ;8.896     
4.280    ;0.863    ;-0.520   ;80.000   ;8.917     
4.290    ;0.865    ;-0.522   ;80.000   ;8.938     
4.300    ;0.868    ;-0.523   ;80.000   ;8.958     
4.310    ;0.870    ;-0.525   ;80.000   ;8.979     
4.320    ;0.873    ;-0.527   ;80.000   ;9.000     
4.330    ;0.875    ;-0.528   ;80.000   ;9.021     
4.340    ;0.877    ;-0.530   ;80.000   ;9.042     
4.350    ;0.880    ;-0.532   ;80.000   ;9.062     
4.360    ;0.882    ;-0.533   ;80.000   ;9.083     
4.370    ;0.885    ;-0.535   ;80.000   ;9.104     
4.380    ;0.887    ;-0.537   ;80.000   ;9.125     
4.390    ;0.890    ;-0.539   ;80.000   ;9.146     
4.400    ;0.892    ;-0.540   ;80.000   ;9.167     
4.410    ;0.894    ;-0.542   ;80.000   ;9.187     
