"BZ3 Nonlinear Vehicle Dynamics Simulation Constant Steer Ramp Speed Test  WB=2745 mm"
"TIME, sec";"SPEED, kph";"YAWVEL, deg/sec";                 ;
5.780    ;40.808   ;5.487     
5.790    ;40.844   ;5.491     
5.800    ;40.880   ;5.495     
5.810    ;40.916   ;5.499     
5.820    ;40.952   ;5.503     
5.830    ;40.988   ;5.507     
5.840    ;41.024   ;5.511     
5.850    ;41.060   ;5.514     
5.860    ;41.096   ;5.518     
5.870    ;41.132   ;5.522     
5.880    ;41.168   ;5.526     
5.890    ;41.204   ;5.530     
5.900    ;41.240   ;5.534     
5.910    ;41.276   ;5.538     
5.920    ;41.312   ;5.542     
5.930    ;41.348   ;5.546     
5.940    ;41.384   ;5.550     
5.950    ;41.420   ;5.554     
5.960    ;41.456   ;5.558     
5.970    ;41.492   ;5.562     
5.980    ;41.528   ;5.566     
5.990    ;41.564   ;5.570     
6.000    ;41.600   ;5.573     
6.010    ;41.636   ;5.577     
6.020    ;41.672   ;5.581     
6.030    ;41.708   ;5.585     
6.040    ;41.744   ;5.589     
6.050    ;41.780   ;5.593     
6.060    ;41.816   ;5.597     
6.070    ;41.852   ;5.601     
6.080    ;41.888   ;5.605     
6.090    ;41.924   ;5.609     
6.100    ;41.960   ;5.613     
6.110    ;41.996   ;5.617     
6.120    ;42.032   ;5.620     
6.130    ;42.068   ;5.624     
6.140    ;42.104   ;5.628     
6.150    ;42.140   ;5.632     
6.160    ;42.176   ;5.636     
6.170    ;42.212   ;5.640     
6.180    ;42.248   ;5.644     
6.190    ;42.284   ;5.648     
6.200    ;42.320   ;5.652     
6.210    ;42.356   ;5.655     
6.220    ;42.392   ;5.659     
6.230    ;42.428   ;5.663     
6.240    ;42.464   ;5.667     
6.250    ;42.500   ;5.671     
6.260    ;42.536   ;5.675     
6.270    ;42.572   ;5.679     
6.280    ;42.608   ;5.683     
6.290    ;42.644   ;5.687     
6.300    ;42.680   ;5.690     
6.310    ;42.716   ;5.694     
6.320    ;42.752   ;5.698     
6.330    ;42.788   ;5.702     
6.340    ;42.824   ;5.706     
6.350    ;42.860   ;5.710     
6.360    ;42.896   ;5.714     
6.370    ;42.932   ;5.717     
6.380    ;42.968   ;5.721     
6.390    ;43.004   ;5.725     
6.400    ;43.040   ;5.729     
6.410    ;43.076   ;5.733     
6.420    ;43.112   ;5.737     
6.430    ;43.148   ;5.741     
6.440    ;43.184   ;5.744     
6.450    ;43.220   ;5.748     
6.460    ;43.256   ;5.752     
6.470    ;43.292   ;5.756     
6.480    ;43.328   ;5.760     
6.490    ;43.364   ;5.764     
6.500    ;43.400   ;5.768     
6.510    ;43.436   ;5.771     
6.520    ;43.472   ;5.775     
6.530    ;43.508   ;5.779     
6.540    ;43.544   ;5.783     
6.550    ;43.580   ;5.787     
6.560    ;43.616   ;5.791     
6.570    ;43.652   ;5.794     
6.580    ;43.688   ;5.798     
6.590    ;43.724   ;5.802     
6.600    ;43.760   ;5.806     
6.610    ;43.796   ;5.810     
6.620    ;43.832   ;5.814     
6.630    ;43.868   ;5.817     
6.640    ;43.904   ;5.821     
6.650    ;43.940   ;5.825     
6.660    ;43.976   ;5.829     
6.670    ;44.012   ;5.833     
6.680    ;44.048   ;5.836     
6.690    ;44.084   ;5.840     
6.700    ;44.120   ;5.844     
6.710    ;44.156   ;5.848     
6.720    ;44.192   ;5.852     
